seuil_pente,seuil_ordonnee_a_l_origine,left_index_caracteristique1,right_index_caracteristique1,left_index_caracteristique2,right_index_caracteristique2,total_points_caracteristique1,total_points_caracteristique2,erreur
0.7,2.5,0,15,75,99,16,25,0.060402685
0.75,0,0,15,75,99,16,25,0.060402685
0.75,0.5,0,15,75,99,16,25,0.060402685
0.75,1,0,15,75,99,16,25,0.060402685
0.6,3.5,0,15,74,99,16,26,0.060402685
0.6,5,0,15,74,99,16,26,0.060402685
0.65,3.5,0,15,74,99,16,26,0.060402685
0.65,4,0,15,74,99,16,26,0.060402685
0.7,1,0,15,74,99,16,26,0.060402685
0.7,2,0,15,74,99,16,26,0.060402685
0.7,2.5,0,15,74,99,16,26,0.060402685
0.75,0,0,15,74,99,16,26,0.060402685
0.75,0.5,0,15,74,99,16,26,0.060402685
0.75,1,0,15,74,99,16,26,0.060402685
0.6,1.5,0,15,73,99,16,27,0.060402685
0.6,2,0,15,73,99,16,27,0.060402685
0.6,2.5,0,15,73,99,16,27,0.060402685
0.6,3.5,0,15,73,99,16,27,0.060402685
0.6,5,0,15,73,99,16,27,0.060402685
0.65,0.5,0,15,73,99,16,27,0.060402685
0.65,1,0,15,73,99,16,27,0.060402685
0.65,1.5,0,15,73,99,16,27,0.060402685
0.65,3.5,0,15,73,99,16,27,0.060402685
0.65,4,0,15,73,99,16,27,0.060402685
0.7,0,0,15,73,99,16,27,0.060402685
0.7,1,0,15,73,99,16,27,0.060402685
0.7,2,0,15,73,99,16,27,0.060402685
0.7,2.5,0,15,73,99,16,27,0.060402685
0.75,0,0,15,73,99,16,27,0.060402685
0.75,0.5,0,15,73,99,16,27,0.060402685
0.75,1,0,15,73,99,16,27,0.060402685
0.6,1.5,0,15,72,99,16,28,0.060402685
0.6,2.5,0,15,72,99,16,28,0.060402685
0.6,3.5,0,15,72,99,16,28,0.060402685
0.6,5,0,15,72,99,16,28,0.060402685
0.65,1.5,0,15,72,99,16,28,0.060402685
0.65,3.5,0,15,72,99,16,28,0.060402685
0.65,4,0,15,72,99,16,28,0.060402685
0.7,0.5,0,15,72,99,16,28,0.060402685
0.7,1,0,15,72,99,16,28,0.060402685
0.7,2,0,15,72,99,16,28,0.060402685
0.7,2.5,0,15,72,99,16,28,0.060402685
0.75,0,0,15,72,99,16,28,0.060402685
0.75,0.5,0,15,72,99,16,28,0.060402685
0.75,1,0,15,72,99,16,28,0.060402685
0.6,1.5,0,15,71,99,16,29,0.060402685
0.6,2.5,0,15,71,99,16,29,0.060402685
0.6,3.5,0,15,71,99,16,29,0.060402685
0.6,5,0,15,71,99,16,29,0.060402685
0.65,1.5,0,15,71,99,16,29,0.060402685
0.65,3.5,0,15,71,99,16,29,0.060402685
0.65,4,0,15,71,99,16,29,0.060402685
0.7,0.5,0,15,71,99,16,29,0.060402685
0.7,1,0,15,71,99,16,29,0.060402685
0.7,2,0,15,71,99,16,29,0.060402685
0.7,2.5,0,15,71,99,16,29,0.060402685
0.75,0,0,15,71,99,16,29,0.060402685
0.75,0.5,0,15,71,99,16,29,0.060402685
0.75,1,0,15,71,99,16,29,0.060402685
0.6,3.5,0,15,70,99,16,30,0.060402685
0.6,5,0,15,70,99,16,30,0.060402685
0.65,3.5,0,15,70,99,16,30,0.060402685
0.65,4,0,15,70,99,16,30,0.060402685
0.7,1,0,15,70,99,16,30,0.060402685
0.7,2,0,15,70,99,16,30,0.060402685
0.7,2.5,0,15,70,99,16,30,0.060402685
0.75,0,0,15,70,99,16,30,0.060402685
0.75,0.5,0,15,70,99,16,30,0.060402685
0.75,1,0,15,70,99,16,30,0.060402685
0.8,7.5,0,16,90,99,17,10,0.060402685
0.85,7.5,0,16,90,99,17,10,0.060402685
0.9,7,0,16,90,99,17,10,0.060402685
0.95,7,0,16,90,99,17,10,0.060402685
0.65,5,0,16,89,99,17,11,0.060402685
0.65,7.5,0,16,89,99,17,11,0.060402685
0.7,4,0,16,89,99,17,11,0.060402685
0.7,7.5,0,16,89,99,17,11,0.060402685
0.75,7,0,16,89,99,17,11,0.060402685
0.8,5,0,16,89,99,17,11,0.060402685
0.8,6,0,16,89,99,17,11,0.060402685
0.85,2,0,16,89,99,17,11,0.060402685
0.85,5,0,16,89,99,17,11,0.060402685
0.85,6,0,16,89,99,17,11,0.060402685
0.9,4.5,0,16,89,99,17,11,0.060402685
0.9,5,0,16,89,99,17,11,0.060402685
0.9,5.5,0,16,89,99,17,11,0.060402685
0.95,4,0,16,89,99,17,11,0.060402685
0.95,4.5,0,16,89,99,17,11,0.060402685
0.95,6,0,16,89,99,17,11,0.060402685
0.6,5,0,16,88,99,17,12,0.060402685
0.6,5.5,0,16,88,99,17,12,0.060402685
0.6,7,0,16,88,99,17,12,0.060402685
0.6,7.5,0,16,88,99,17,12,0.060402685
0.65,4.5,0,16,88,99,17,12,0.060402685
0.65,5,0,16,88,99,17,12,0.060402685
0.65,7,0,16,88,99,17,12,0.060402685
0.7,4,0,16,88,99,17,12,0.060402685
0.7,4.5,0,16,88,99,17,12,0.060402685
0.7,5,0,16,88,99,17,12,0.060402685
0.7,6,0,16,88,99,17,12,0.060402685
0.7,6.5,0,16,88,99,17,12,0.060402685
0.7,7,0,16,88,99,17,12,0.060402685
0.75,4.5,0,16,88,99,17,12,0.060402685
0.75,5,0,16,88,99,17,12,0.060402685
0.75,5.5,0,16,88,99,17,12,0.060402685
0.75,6,0,16,88,99,17,12,0.060402685
0.75,6.5,0,16,88,99,17,12,0.060402685
0.8,3,0,16,88,99,17,12,0.060402685
0.8,4.5,0,16,88,99,17,12,0.060402685
0.8,5.5,0,16,88,99,17,12,0.060402685
0.8,6.5,0,16,88,99,17,12,0.060402685
0.85,4.5,0,16,88,99,17,12,0.060402685
0.85,5.5,0,16,88,99,17,12,0.060402685
0.9,1.5,0,16,88,99,17,12,0.060402685
0.9,4,0,16,88,99,17,12,0.060402685
0.95,6,0,16,88,99,17,12,0.060402685
0.95,7.5,0,16,88,99,17,12,0.060402685
0.6,5.5,0,16,87,99,17,13,0.060402685
0.6,6,0,16,87,99,17,13,0.060402685
0.6,6.5,0,16,87,99,17,13,0.060402685
0.65,3.5,0,16,87,99,17,13,0.060402685
0.65,4,0,16,87,99,17,13,0.060402685
0.65,6,0,16,87,99,17,13,0.060402685
0.7,3,0,16,87,99,17,13,0.060402685
0.7,3.5,0,16,87,99,17,13,0.060402685
0.7,4,0,16,87,99,17,13,0.060402685
0.7,5.5,0,16,87,99,17,13,0.060402685
0.75,2.5,0,16,87,99,17,13,0.060402685
0.75,4,0,16,87,99,17,13,0.060402685
0.8,2.5,0,16,87,99,17,13,0.060402685
0.8,3.5,0,16,87,99,17,13,0.060402685
0.8,4,0,16,87,99,17,13,0.060402685
0.85,2.5,0,16,87,99,17,13,0.060402685
0.85,3,0,16,87,99,17,13,0.060402685
0.9,2,0,16,87,99,17,13,0.060402685
0.95,1,0,16,87,99,17,13,0.060402685
0.6,5.5,0,16,86,99,17,14,0.060402685
0.6,7.5,0,16,86,99,17,14,0.060402685
0.65,3.5,0,16,86,99,17,14,0.060402685
0.65,4,0,16,86,99,17,14,0.060402685
0.65,5,0,16,86,99,17,14,0.060402685
0.65,7,0,16,86,99,17,14,0.060402685
0.7,3,0,16,86,99,17,14,0.060402685
0.7,3.5,0,16,86,99,17,14,0.060402685
0.7,4,0,16,86,99,17,14,0.060402685
0.7,4.5,0,16,86,99,17,14,0.060402685
0.7,5,0,16,86,99,17,14,0.060402685
0.7,6.5,0,16,86,99,17,14,0.060402685
0.75,2.5,0,16,86,99,17,14,0.060402685
0.75,4.5,0,16,86,99,17,14,0.060402685
0.75,6,0,16,86,99,17,14,0.060402685
0.8,2.5,0,16,86,99,17,14,0.060402685
0.8,3,0,16,86,99,17,14,0.060402685
0.85,4,0,16,86,99,17,14,0.060402685
0.9,1.5,0,16,86,99,17,14,0.060402685
0.9,3,0,16,86,99,17,14,0.060402685
0.9,3.5,0,16,86,99,17,14,0.060402685
0.95,1.5,0,16,86,99,17,14,0.060402685
0.95,2,0,16,86,99,17,14,0.060402685
0.95,2.5,0,16,86,99,17,14,0.060402685
0.95,3,0,16,86,99,17,14,0.060402685
0.95,3.5,0,16,86,99,17,14,0.060402685
0.6,4,0,16,85,99,17,15,0.060402685
0.6,4.5,0,16,85,99,17,15,0.060402685
0.6,7.5,0,16,85,99,17,15,0.060402685
0.65,7,0,16,85,99,17,15,0.060402685
0.7,2.5,0,16,85,99,17,15,0.060402685
0.7,5,0,16,85,99,17,15,0.060402685
0.7,6.5,0,16,85,99,17,15,0.060402685
0.75,2,0,16,85,99,17,15,0.060402685
0.75,3,0,16,85,99,17,15,0.060402685
0.75,3.5,0,16,85,99,17,15,0.060402685
0.75,4.5,0,16,85,99,17,15,0.060402685
0.75,6,0,16,85,99,17,15,0.060402685
0.8,1.5,0,16,85,99,17,15,0.060402685
0.8,2,0,16,85,99,17,15,0.060402685
0.85,1.5,0,16,85,99,17,15,0.060402685
0.85,2,0,16,85,99,17,15,0.060402685
0.85,4,0,16,85,99,17,15,0.060402685
0.9,1,0,16,85,99,17,15,0.060402685
0.9,3,0,16,85,99,17,15,0.060402685
0.9,3.5,0,16,85,99,17,15,0.060402685
0.95,0.5,0,16,85,99,17,15,0.060402685
0.95,1.5,0,16,85,99,17,15,0.060402685
0.95,2,0,16,85,99,17,15,0.060402685
0.95,2.5,0,16,85,99,17,15,0.060402685
0.95,3,0,16,85,99,17,15,0.060402685
0.95,3.5,0,16,85,99,17,15,0.060402685
0.6,7.5,0,16,84,99,17,16,0.060402685
0.65,3.5,0,16,84,99,17,16,0.060402685
0.65,4,0,16,84,99,17,16,0.060402685
0.65,7,0,16,84,99,17,16,0.060402685
0.7,3,0,16,84,99,17,16,0.060402685
0.7,3.5,0,16,84,99,17,16,0.060402685
0.7,4,0,16,84,99,17,16,0.060402685
0.7,5,0,16,84,99,17,16,0.060402685
0.7,6.5,0,16,84,99,17,16,0.060402685
0.75,2.5,0,16,84,99,17,16,0.060402685
0.75,3.5,0,16,84,99,17,16,0.060402685
0.75,4.5,0,16,84,99,17,16,0.060402685
0.75,6,0,16,84,99,17,16,0.060402685
0.8,2.5,0,16,84,99,17,16,0.060402685
0.85,4,0,16,84,99,17,16,0.060402685
0.9,3,0,16,84,99,17,16,0.060402685
0.9,3.5,0,16,84,99,17,16,0.060402685
0.95,1.5,0,16,84,99,17,16,0.060402685
0.95,2,0,16,84,99,17,16,0.060402685
0.95,2.5,0,16,84,99,17,16,0.060402685
0.95,3,0,16,84,99,17,16,0.060402685
0.95,3.5,0,16,84,99,17,16,0.060402685
0.6,7,0,16,83,99,17,17,0.060402685
0.6,7.5,0,16,83,99,17,17,0.060402685
0.65,6.5,0,16,83,99,17,17,0.060402685
0.65,7,0,16,83,99,17,17,0.060402685
0.7,4.5,0,16,83,99,17,17,0.060402685
0.7,5,0,16,83,99,17,17,0.060402685
0.7,6,0,16,83,99,17,17,0.060402685
0.7,6.5,0,16,83,99,17,17,0.060402685
0.75,4.5,0,16,83,99,17,17,0.060402685
0.75,5,0,16,83,99,17,17,0.060402685
0.75,5.5,0,16,83,99,17,17,0.060402685
0.8,3,0,16,83,99,17,17,0.060402685
0.8,3.5,0,16,83,99,17,17,0.060402685
0.8,4,0,16,83,99,17,17,0.060402685
0.8,4.5,0,16,83,99,17,17,0.060402685
0.85,2.5,0,16,83,99,17,17,0.060402685
0.85,3,0,16,83,99,17,17,0.060402685
0.9,1.5,0,16,83,99,17,17,0.060402685
0.9,2,0,16,83,99,17,17,0.060402685
0.95,1,0,16,83,99,17,17,0.060402685
0.65,5,0,16,82,99,17,18,0.060402685
0.65,6,0,16,82,99,17,18,0.060402685
0.7,5.5,0,16,82,99,17,18,0.060402685
0.75,4,0,16,82,99,17,18,0.060402685
0.6,5.5,0,16,81,99,17,19,0.060402685
0.6,7.5,0,16,81,99,17,19,0.060402685
0.65,5,0,16,81,99,17,19,0.060402685
0.65,6,0,16,81,99,17,19,0.060402685
0.65,6.5,0,16,81,99,17,19,0.060402685
0.75,4,0,16,81,99,17,19,0.060402685
0.75,4.5,0,16,81,99,17,19,0.060402685
0.6,5.5,0,16,80,99,17,20,0.060402685
0.6,6.5,0,16,80,99,17,20,0.060402685
0.7,5.5,0,16,80,99,17,20,0.060402685
0.6,5.5,0,16,79,99,17,21,0.060402685
0.6,7.5,0,16,79,99,17,21,0.060402685
0.65,6,0,16,79,99,17,21,0.060402685
0.65,6.5,0,16,79,99,17,21,0.060402685
0.75,4,0,16,79,99,17,21,0.060402685
0.75,4.5,0,16,79,99,17,21,0.060402685
0.6,7,0,16,78,99,17,22,0.060402685
0.6,7.5,0,16,78,99,17,22,0.060402685
0.65,6.5,0,16,78,99,17,22,0.060402685
0.7,2.5,0,16,78,99,17,22,0.060402685
0.7,4.5,0,16,78,99,17,22,0.060402685
0.7,5,0,16,78,99,17,22,0.060402685
0.75,2,0,16,78,99,17,22,0.060402685
0.75,2.5,0,16,78,99,17,22,0.060402685
0.75,3.5,0,16,78,99,17,22,0.060402685
0.75,4.5,0,16,78,99,17,22,0.060402685
0.8,3,0,16,78,99,17,22,0.060402685
0.8,3.5,0,16,78,99,17,22,0.060402685
0.85,2,0,16,78,99,17,22,0.060402685
0.85,2.5,0,16,78,99,17,22,0.060402685
0.9,1.5,0,16,78,99,17,22,0.060402685
0.6,5,0,16,77,99,17,23,0.060402685
0.6,7,0,16,77,99,17,23,0.060402685
0.6,7.5,0,16,77,99,17,23,0.060402685
0.65,0,0,16,77,99,17,23,0.060402685
0.65,3.5,0,16,77,99,17,23,0.060402685
0.65,4,0,16,77,99,17,23,0.060402685
0.65,4.5,0,16,77,99,17,23,0.060402685
0.65,6.5,0,16,77,99,17,23,0.060402685
0.7,2.5,0,16,77,99,17,23,0.060402685
0.7,3,0,16,77,99,17,23,0.060402685
0.7,3.5,0,16,77,99,17,23,0.060402685
0.7,4.5,0,16,77,99,17,23,0.060402685
0.7,5,0,16,77,99,17,23,0.060402685
0.75,1.5,0,16,77,99,17,23,0.060402685
0.75,2,0,16,77,99,17,23,0.060402685
0.75,2.5,0,16,77,99,17,23,0.060402685
0.75,3.5,0,16,77,99,17,23,0.060402685
0.75,4.5,0,16,77,99,17,23,0.060402685
0.8,0,0,16,77,99,17,23,0.060402685
0.8,0.5,0,16,77,99,17,23,0.060402685
0.8,1,0,16,77,99,17,23,0.060402685
0.8,1.5,0,16,77,99,17,23,0.060402685
0.8,3,0,16,77,99,17,23,0.060402685
0.8,3.5,0,16,77,99,17,23,0.060402685
0.85,0,0,16,77,99,17,23,0.060402685
0.85,2,0,16,77,99,17,23,0.060402685
0.85,2.5,0,16,77,99,17,23,0.060402685
0.9,1.5,0,16,77,99,17,23,0.060402685
0.6,1,0,16,76,99,17,24,0.060402685
0.6,3,0,16,76,99,17,24,0.060402685
0.6,3.5,0,16,76,99,17,24,0.060402685
0.6,5,0,16,76,99,17,24,0.060402685
0.6,7,0,16,76,99,17,24,0.060402685
0.6,7.5,0,16,76,99,17,24,0.060402685
0.65,2,0,16,76,99,17,24,0.060402685
0.65,3.5,0,16,76,99,17,24,0.060402685
0.65,4,0,16,76,99,17,24,0.060402685
0.65,4.5,0,16,76,99,17,24,0.060402685
0.65,6.5,0,16,76,99,17,24,0.060402685
0.7,2,0,16,76,99,17,24,0.060402685
0.7,2.5,0,16,76,99,17,24,0.060402685
0.7,3,0,16,76,99,17,24,0.060402685
0.7,3.5,0,16,76,99,17,24,0.060402685
0.7,4.5,0,16,76,99,17,24,0.060402685
0.7,5,0,16,76,99,17,24,0.060402685
0.75,0,0,16,76,99,17,24,0.060402685
0.75,0.5,0,16,76,99,17,24,0.060402685
0.75,1,0,16,76,99,17,24,0.060402685
0.75,1.5,0,16,76,99,17,24,0.060402685
0.75,2,0,16,76,99,17,24,0.060402685
0.75,2.5,0,16,76,99,17,24,0.060402685
0.75,3.5,0,16,76,99,17,24,0.060402685
0.75,4.5,0,16,76,99,17,24,0.060402685
0.8,0,0,16,76,99,17,24,0.060402685
0.8,0.5,0,16,76,99,17,24,0.060402685
0.8,1,0,16,76,99,17,24,0.060402685
0.8,1.5,0,16,76,99,17,24,0.060402685
0.8,3,0,16,76,99,17,24,0.060402685
0.8,3.5,0,16,76,99,17,24,0.060402685
0.85,0,0,16,76,99,17,24,0.060402685
0.85,2,0,16,76,99,17,24,0.060402685
0.85,2.5,0,16,76,99,17,24,0.060402685
0.9,1.5,0,16,76,99,17,24,0.060402685
0.6,1,0,16,75,99,17,25,0.060402685
0.6,3,0,16,75,99,17,25,0.060402685
0.6,3.5,0,16,75,99,17,25,0.060402685
0.6,5,0,16,75,99,17,25,0.060402685
0.6,7,0,16,75,99,17,25,0.060402685
0.6,7.5,0,16,75,99,17,25,0.060402685
0.65,2,0,16,75,99,17,25,0.060402685
0.65,3.5,0,16,75,99,17,25,0.060402685
0.65,4,0,16,75,99,17,25,0.060402685
0.65,4.5,0,16,75,99,17,25,0.060402685
0.65,6.5,0,16,75,99,17,25,0.060402685
0.7,2,0,16,75,99,17,25,0.060402685
0.7,2.5,0,16,75,99,17,25,0.060402685
0.7,3,0,16,75,99,17,25,0.060402685
0.7,3.5,0,16,75,99,17,25,0.060402685
0.7,4.5,0,16,75,99,17,25,0.060402685
0.7,5,0,16,75,99,17,25,0.060402685
0.75,0,0,16,75,99,17,25,0.060402685
0.75,0.5,0,16,75,99,17,25,0.060402685
0.75,1,0,16,75,99,17,25,0.060402685
0.75,1.5,0,16,75,99,17,25,0.060402685
0.75,2,0,16,75,99,17,25,0.060402685
0.75,2.5,0,16,75,99,17,25,0.060402685
0.75,3.5,0,16,75,99,17,25,0.060402685
0.75,4.5,0,16,75,99,17,25,0.060402685
0.8,0,0,16,75,99,17,25,0.060402685
0.8,0.5,0,16,75,99,17,25,0.060402685
0.8,1,0,16,75,99,17,25,0.060402685
0.8,1.5,0,16,75,99,17,25,0.060402685
0.8,3,0,16,75,99,17,25,0.060402685
0.8,3.5,0,16,75,99,17,25,0.060402685
0.85,0,0,16,75,99,17,25,0.060402685
0.85,2,0,16,75,99,17,25,0.060402685
0.85,2.5,0,16,75,99,17,25,0.060402685
0.9,1.5,0,16,75,99,17,25,0.060402685
0.6,0,0,16,74,99,17,26,0.060402685
0.6,4,0,16,74,99,17,26,0.060402685
0.6,4.5,0,16,74,99,17,26,0.060402685
0.65,2.5,0,16,74,99,17,26,0.060402685
0.65,3,0,16,74,99,17,26,0.060402685
0.65,6,0,16,74,99,17,26,0.060402685
0.7,1,0,16,74,99,17,26,0.060402685
0.7,1.5,0,16,74,99,17,26,0.060402685
0.7,5.5,0,16,74,99,17,26,0.060402685
0.75,3.5,0,16,74,99,17,26,0.060402685
0.75,4,0,16,74,99,17,26,0.060402685
0.85,0.5,0,16,74,99,17,26,0.060402685
0.85,2,0,16,74,99,17,26,0.060402685
0.6,4,0,16,73,99,17,27,0.060402685
0.6,4.5,0,16,73,99,17,27,0.060402685
0.6,5,0,16,73,99,17,27,0.060402685
0.65,2.5,0,16,73,99,17,27,0.060402685
0.65,3,0,16,73,99,17,27,0.060402685
0.65,3.5,0,16,73,99,17,27,0.060402685
0.65,4,0,16,73,99,17,27,0.060402685
0.65,4.5,0,16,73,99,17,27,0.060402685
0.65,5,0,16,73,99,17,27,0.060402685
0.7,1,0,16,73,99,17,27,0.060402685
0.7,1.5,0,16,73,99,17,27,0.060402685
0.7,2,0,16,73,99,17,27,0.060402685
0.7,2.5,0,16,73,99,17,27,0.060402685
0.7,3,0,16,73,99,17,27,0.060402685
0.7,3.5,0,16,73,99,17,27,0.060402685
0.7,4,0,16,73,99,17,27,0.060402685
0.75,0,0,16,73,99,17,27,0.060402685
0.75,0.5,0,16,73,99,17,27,0.060402685
0.75,1,0,16,73,99,17,27,0.060402685
0.75,1.5,0,16,73,99,17,27,0.060402685
0.75,2,0,16,73,99,17,27,0.060402685
0.75,2.5,0,16,73,99,17,27,0.060402685
0.75,3.5,0,16,73,99,17,27,0.060402685
0.8,0,0,16,73,99,17,27,0.060402685
0.8,0.5,0,16,73,99,17,27,0.060402685
0.8,1,0,16,73,99,17,27,0.060402685
0.8,1.5,0,16,73,99,17,27,0.060402685
0.85,0,0,16,73,99,17,27,0.060402685
0.85,0.5,0,16,73,99,17,27,0.060402685
0.85,2,0,16,73,99,17,27,0.060402685
0.6,2,0,16,72,99,17,28,0.060402685
0.6,4,0,16,72,99,17,28,0.060402685
0.6,4.5,0,16,72,99,17,28,0.060402685
0.6,5,0,16,72,99,17,28,0.060402685
0.65,0.5,0,16,72,99,17,28,0.060402685
0.65,1,0,16,72,99,17,28,0.060402685
0.65,2.5,0,16,72,99,17,28,0.060402685
0.65,3,0,16,72,99,17,28,0.060402685
0.65,3.5,0,16,72,99,17,28,0.060402685
0.65,4,0,16,72,99,17,28,0.060402685
0.65,4.5,0,16,72,99,17,28,0.060402685
0.7,0,0,16,72,99,17,28,0.060402685
0.7,1,0,16,72,99,17,28,0.060402685
0.7,1.5,0,16,72,99,17,28,0.060402685
0.7,2,0,16,72,99,17,28,0.060402685
0.7,2.5,0,16,72,99,17,28,0.060402685
0.7,3,0,16,72,99,17,28,0.060402685
0.75,0,0,16,72,99,17,28,0.060402685
0.75,0.5,0,16,72,99,17,28,0.060402685
0.75,1,0,16,72,99,17,28,0.060402685
0.75,1.5,0,16,72,99,17,28,0.060402685
0.6,2,0,16,71,99,17,29,0.060402685
0.6,4,0,16,71,99,17,29,0.060402685
0.6,4.5,0,16,71,99,17,29,0.060402685
0.6,5,0,16,71,99,17,29,0.060402685
0.65,0.5,0,16,71,99,17,29,0.060402685
0.65,1,0,16,71,99,17,29,0.060402685
0.65,2.5,0,16,71,99,17,29,0.060402685
0.65,3,0,16,71,99,17,29,0.060402685
0.65,3.5,0,16,71,99,17,29,0.060402685
0.65,4,0,16,71,99,17,29,0.060402685
0.65,4.5,0,16,71,99,17,29,0.060402685
0.7,0,0,16,71,99,17,29,0.060402685
0.7,1,0,16,71,99,17,29,0.060402685
0.7,1.5,0,16,71,99,17,29,0.060402685
0.7,2,0,16,71,99,17,29,0.060402685
0.7,2.5,0,16,71,99,17,29,0.060402685
0.7,3,0,16,71,99,17,29,0.060402685
0.75,0,0,16,71,99,17,29,0.060402685
0.75,0.5,0,16,71,99,17,29,0.060402685
0.75,1,0,16,71,99,17,29,0.060402685
0.75,1.5,0,16,71,99,17,29,0.060402685
0.6,2.5,0,16,70,99,17,30,0.060402685
0.6,4,0,16,70,99,17,30,0.060402685
0.6,4.5,0,16,70,99,17,30,0.060402685
0.6,5,0,16,70,99,17,30,0.060402685
0.65,1.5,0,16,70,99,17,30,0.060402685
0.65,2.5,0,16,70,99,17,30,0.060402685
0.65,3,0,16,70,99,17,30,0.060402685
0.65,3.5,0,16,70,99,17,30,0.060402685
0.65,4,0,16,70,99,17,30,0.060402685
0.65,4.5,0,16,70,99,17,30,0.060402685
0.7,0.5,0,16,70,99,17,30,0.060402685
0.7,1,0,16,70,99,17,30,0.060402685
0.7,1.5,0,16,70,99,17,30,0.060402685
0.7,2,0,16,70,99,17,30,0.060402685
0.7,2.5,0,16,70,99,17,30,0.060402685
0.7,3,0,16,70,99,17,30,0.060402685
0.75,0,0,16,70,99,17,30,0.060402685
0.75,0.5,0,16,70,99,17,30,0.060402685
0.75,1,0,16,70,99,17,30,0.060402685
0.75,1.5,0,16,70,99,17,30,0.060402685
0.8,7.5,0,17,90,99,18,10,0.060402685
0.9,6.5,0,17,90,99,18,10,0.060402685
0.6,5.5,0,17,89,99,18,11,0.060402685
0.6,6,0,17,89,99,18,11,0.060402685
0.7,4.5,0,17,89,99,18,11,0.060402685
0.7,5,0,17,89,99,18,11,0.060402685
0.75,3.5,0,17,89,99,18,11,0.060402685
0.75,4.5,0,17,89,99,18,11,0.060402685
0.75,5,0,17,89,99,18,11,0.060402685
0.8,3,0,17,89,99,18,11,0.060402685
0.8,4.5,0,17,89,99,18,11,0.060402685
0.8,5,0,17,89,99,18,11,0.060402685
0.85,4.5,0,17,89,99,18,11,0.060402685
0.85,5,0,17,89,99,18,11,0.060402685
0.9,1.5,0,17,89,99,18,11,0.060402685
0.9,4,0,17,89,99,18,11,0.060402685
0.9,4.5,0,17,89,99,18,11,0.060402685
0.95,4,0,17,89,99,18,11,0.060402685
0.95,4.5,0,17,89,99,18,11,0.060402685
0.6,5.5,0,17,88,99,18,12,0.060402685
0.65,5,0,17,88,99,18,12,0.060402685
0.7,4,0,17,88,99,18,12,0.060402685
0.75,3.5,0,17,88,99,18,12,0.060402685
0.85,2,0,17,88,99,18,12,0.060402685
0.85,4.5,0,17,88,99,18,12,0.060402685
0.85,5,0,17,88,99,18,12,0.060402685
0.9,4,0,17,88,99,18,12,0.060402685
0.9,4.5,0,17,88,99,18,12,0.060402685
0.95,4,0,17,88,99,18,12,0.060402685
0.95,4.5,0,17,88,99,18,12,0.060402685
0.6,5,0,17,87,99,18,13,0.060402685
0.6,5.5,0,17,87,99,18,13,0.060402685
0.6,6,0,17,87,99,18,13,0.060402685
0.65,4.5,0,17,87,99,18,13,0.060402685
0.7,4,0,17,87,99,18,13,0.060402685
0.7,4.5,0,17,87,99,18,13,0.060402685
0.7,5,0,17,87,99,18,13,0.060402685
0.7,7.5,0,17,87,99,18,13,0.060402685
0.75,3.5,0,17,87,99,18,13,0.060402685
0.75,4.5,0,17,87,99,18,13,0.060402685
0.75,5,0,17,87,99,18,13,0.060402685
0.75,6.5,0,17,87,99,18,13,0.060402685
0.8,2.5,0,17,87,99,18,13,0.060402685
0.8,3,0,17,87,99,18,13,0.060402685
0.8,4.5,0,17,87,99,18,13,0.060402685
0.85,2,0,17,87,99,18,13,0.060402685
0.85,3.5,0,17,87,99,18,13,0.060402685
0.9,1.5,0,17,87,99,18,13,0.060402685
0.9,2.5,0,17,87,99,18,13,0.060402685
0.6,5,0,17,86,99,18,14,0.060402685
0.65,4.5,0,17,86,99,18,14,0.060402685
0.75,7,0,17,86,99,18,14,0.060402685
0.75,7.5,0,17,86,99,18,14,0.060402685
0.8,2.5,0,17,86,99,18,14,0.060402685
0.85,4.5,0,17,86,99,18,14,0.060402685
0.85,5,0,17,86,99,18,14,0.060402685
0.9,4,0,17,86,99,18,14,0.060402685
0.9,4.5,0,17,86,99,18,14,0.060402685
0.95,4,0,17,86,99,18,14,0.060402685
0.95,4.5,0,17,86,99,18,14,0.060402685
0.65,3.5,0,17,85,99,18,15,0.060402685
0.65,4,0,17,85,99,18,15,0.060402685
0.7,3,0,17,85,99,18,15,0.060402685
0.7,3.5,0,17,85,99,18,15,0.060402685
0.75,2.5,0,17,85,99,18,15,0.060402685
0.75,3,0,17,85,99,18,15,0.060402685
0.8,2,0,17,85,99,18,15,0.060402685
0.8,6,0,17,85,99,18,15,0.060402685
0.8,6.5,0,17,85,99,18,15,0.060402685
0.85,1.5,0,17,85,99,18,15,0.060402685
0.85,4.5,0,17,85,99,18,15,0.060402685
0.85,5,0,17,85,99,18,15,0.060402685
0.85,6,0,17,85,99,18,15,0.060402685
0.9,1,0,17,85,99,18,15,0.060402685
0.9,4,0,17,85,99,18,15,0.060402685
0.9,4.5,0,17,85,99,18,15,0.060402685
0.9,5,0,17,85,99,18,15,0.060402685
0.9,5.5,0,17,85,99,18,15,0.060402685
0.95,0.5,0,17,85,99,18,15,0.060402685
0.95,4,0,17,85,99,18,15,0.060402685
0.95,4.5,0,17,85,99,18,15,0.060402685
0.6,5,0,17,84,99,18,16,0.060402685
0.65,4.5,0,17,84,99,18,16,0.060402685
0.8,2.5,0,17,84,99,18,16,0.060402685
0.8,6,0,17,84,99,18,16,0.060402685
0.8,6.5,0,17,84,99,18,16,0.060402685
0.85,4.5,0,17,84,99,18,16,0.060402685
