normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
contract,1.1294234575605018e-05,4,0.0,0,contracter,3.0,,
contradict,2.8235586439012545e-06,1,0.0,0,contradiction,1.0,,
contradictoir,2.8235586439012545e-06,1,0.0,0,contradictoire,1.0,,
contraign,8.470675931703763e-06,3,1.8369723756094156e-05,5,contraignez,2.0,contraignait,1.0
contraignent,2.8235586439012545e-06,1,0.0,0,contraignent,1.0,,
contrain,5.647117287802509e-06,2,3.6739447512188313e-06,1,contrains,2.0,contrains,1.0
contraindr,6.21182901658276e-05,22,9.184861878047078e-05,25,contraindre,19.0,contraindre,24.0
contraint,0.00011576590439995144,41,0.0001543056795511909,42,contrainte,31.0,contrainte,26.0
contrair,0.00013553081490726021,48,0.00022043668507312986,60,contraire,46.0,contraire,53.0
contrar,5.647117287802509e-06,2,0.0,0,contrari,2.0,,
contrari,5.647117287802509e-06,2,0.0,0,contrariant,1.0,,
contrarie,2.8235586439012545e-06,1,0.0,0,contrariée,1.0,,
contrariet,5.647117287802509e-06,2,0.0,0,contrariétés,2.0,,
contrat,8.753031796093889e-05,31,0.0,0,contrat,29.0,,
contre,5.647117287802509e-06,2,1.1021834253656494e-05,3,contrée,2.0,contrée,2.0
contrecarr,5.647117287802509e-06,2,0.0,0,contrecarrer,1.0,,
contred,1.9764910507308783e-05,7,1.1021834253656494e-05,3,contredit,6.0,contredit,3.0
contredir,5.647117287802509e-06,2,1.1021834253656494e-05,3,contredire,2.0,contredire,3.0
contredis,2.8235586439012545e-06,1,3.6739447512188313e-06,1,contredise,1.0,contredisant,1.0
contref,2.5412027795111292e-05,9,2.204366850731299e-05,6,contrefait,8.0,contrefait,5.0
contrefair,1.6941351863407527e-05,6,0.0,0,contrefaire,6.0,,
contrefais,5.647117287802509e-06,2,0.0,0,contrefaisant,2.0,,
contrefaiseur,2.8235586439012545e-06,1,0.0,0,contrefaiseur,1.0,,
contrefait,2.8235586439012545e-06,1,0.0,0,contrefaites,1.0,,
contremand,2.8235586439012545e-06,1,0.0,0,Contremander,1.0,,
contrepoid,0.0,0,3.6739447512188313e-06,1,,,contrepoids,1.0
contrescarp,0.0,0,3.6739447512188313e-06,1,,,contrescarpe,1.0
contretemp,0.0,0,7.347889502437663e-06,2,,,contretemps,2.0
contribu,2.2588469151210036e-05,8,2.204366850731299e-05,6,contribuer,6.0,contribue,3.0
contribueroit,2.8235586439012545e-06,1,0.0,0,contribueroit,1.0,,
contro,2.8235586439012545e-06,1,0.0,0,Contro,1.0,,
control,2.2588469151210036e-05,8,0.0,0,contrôle,3.0,,
controlent,2.8235586439012545e-06,1,0.0,0,contrôlent,1.0,,
controleur,2.8235586439012545e-06,1,0.0,0,contrôleur,1.0,,
contumac,5.647117287802509e-06,2,0.0,0,contumace,2.0,,
contus,5.647117287802509e-06,2,0.0,0,contusion,2.0,,
conv,1.1294234575605018e-05,4,4.408733701462598e-05,12,convie,3.0,convie,11.0
convainc,1.9764910507308783e-05,7,0.0,0,convaincantes,4.0,,
convaincr,3.3882703726815053e-05,12,1.1021834253656494e-05,3,convaincre,12.0,convaincrait,2.0
convaincu,5.647117287802509e-06,2,2.204366850731299e-05,6,convaincu,2.0,convaincu,5.0
convaincus,2.8235586439012545e-06,1,3.6739447512188313e-06,1,convaincus,1.0,Convaincus,1.0
convainqu,2.8235586439012545e-06,1,0.0,0,convainque,1.0,,
convainquent,2.8235586439012545e-06,1,0.0,0,convainquent,1.0,,
convalescent,5.647117287802509e-06,2,0.0,0,convalescence,2.0,,
conven,1.9764910507308783e-05,7,0.0,0,convenir,3.0,,
convent,4.517693830242007e-05,16,0.0,0,convent,16.0,,
convers,7.341252474143262e-05,26,7.347889502437663e-06,2,conversation,17.0,conversation,1.0
convert,8.470675931703763e-06,3,1.4695779004875325e-05,4,converti,2.0,converti,2.0
convi,2.8235586439012545e-06,1,0.0,0,convier,1.0,,
convie,0.0,0,3.6739447512188313e-06,1,,,conviée,1.0
conviendr,5.647117287802509e-06,2,0.0,0,conviendra,2.0,,
convient,8.470675931703763e-06,3,0.0,0,convient,3.0,,
convoit,5.647117287802509e-06,2,0.0,0,convoiter,1.0,,
convoloient,2.8235586439012545e-06,1,0.0,0,convoloient,1.0,,
convuls,1.1294234575605018e-05,4,0.0,0,convulsions,4.0,,
cop,2.8235586439012545e-06,1,7.347889502437663e-06,2,copie,1.0,copie,2.0
copieux,8.470675931703763e-06,3,0.0,0,copieusement,2.0,,
coq,2.8235586439012545e-06,1,0.0,0,coq,1.0,,
coquet,4.2353379658518815e-05,15,1.8369723756094156e-05,5,coquette,9.0,coquette,4.0
coquetter,2.8235586439012545e-06,1,0.0,0,coquetterie,1.0,,
coquin,0.00026823807117061916,95,7.347889502437663e-06,2,coquin,55.0,coquin,1.0
cor,1.1294234575605018e-05,4,3.6739447512188313e-06,1,cor,2.0,cor,1.0
corail,5.647117287802509e-06,2,0.0,0,corail,2.0,,
coral,2.8235586439012545e-06,1,0.0,0,coral,1.0,,
corbeau,2.8235586439012545e-06,1,0.0,0,Corbeau,1.0,,
corbillon,2.8235586439012545e-06,1,0.0,0,corbillon,1.0,,
corbleu,2.2588469151210036e-05,8,0.0,0,Corbleu,7.0,,
cord,1.4117793219506272e-05,5,0.0,0,corde,3.0,,
cordal,2.8235586439012545e-06,1,0.0,0,cordales,1.0,,
cordial,5.647117287802509e-06,2,0.0,0,cordial,1.0,,
cordon,0.0,0,3.6739447512188313e-06,1,,,cordon,1.0
cordonni,2.8235586439012545e-06,1,0.0,0,cordonnier,1.0,,
cordus,0.0,0,3.6739447512188313e-06,1,,,Cordus,1.0
corinn,5.647117287802509e-06,2,0.0,0,Corinne,2.0,,
corinth,0.0,0,3.306550276096948e-05,9,,,Corinthe,9.0
corn,1.1294234575605018e-05,4,0.0,0,cornes,3.0,,
cornard,2.8235586439012545e-06,1,0.0,0,cornard,1.0,,
corneil,5.647117287802509e-06,2,0.0,0,Corneille,1.0,,
corneillius,2.8235586439012545e-06,1,0.0,0,Corneillius,1.0,,
cornel,0.0,0,5.5109171268282465e-05,15,,,Cornélie,15.0
cornent,2.8235586439012545e-06,1,0.0,0,cornent,1.0,,
cornet,5.647117287802509e-06,2,0.0,0,cornette,1.0,,
cornu,1.1294234575605018e-05,4,0.0,0,cornu,2.0,,
corp,0.00024282604337550788,86,0.00016900145855606622,46,corps,86.0,corps,45.0
corporel,5.647117287802509e-06,2,0.0,0,corporelles,2.0,,
correct,1.1294234575605018e-05,4,0.0,0,corrections,3.0,,
correcteur,2.8235586439012545e-06,1,0.0,0,correcteur,1.0,,
correspond,8.470675931703763e-06,3,0.0,0,correspondance,2.0,,
correspondenci,2.8235586439012545e-06,1,0.0,0,correspondencia,1.0,,
corrig,3.670626237071631e-05,13,0.0,0,corriger,8.0,,
corrobor,2.8235586439012545e-06,1,0.0,0,corroborative,1.0,,
corromp,5.647117287802509e-06,2,3.6739447512188313e-06,1,corrompe,1.0,corrompe,1.0
corrompent,5.647117287802509e-06,2,0.0,0,corrompent,2.0,,
corrompt,0.0,0,1.1021834253656494e-05,3,,,corrompt,3.0
corrompu,2.8235586439012545e-06,1,3.6739447512188313e-06,1,corrompues,1.0,corrompu,1.0
corrompus,2.8235586439012545e-06,1,3.6739447512188313e-06,1,corrompus,1.0,Corrompus,1.0
corrupt,8.470675931703763e-06,3,3.6739447512188313e-06,1,corruption,3.0,corruptions,1.0
corsair,8.470675931703763e-06,3,7.347889502437663e-06,2,corsaires,2.0,corsaire,2.0
cos,2.8235586439012545e-06,1,0.0,0,Cosi,1.0,,
cosmimometr,2.8235586439012545e-06,1,0.0,0,cosmimométrie,1.0,,
coss,0.0,0,3.6739447512188313e-06,1,,,Cosses,1.0
cot,0.00039247465150227435,139,0.000260850077336537,71,côté,95.0,côté,46.0
coteau,0.0,0,3.6739447512188313e-06,1,,,coteau,1.0
cotillon,5.647117287802509e-06,2,0.0,0,cotillon,1.0,,
cotret,0.0,0,3.6739447512188313e-06,1,,,cotret,1.0
cou,3.3882703726815053e-05,12,7.347889502437663e-06,2,cou,12.0,cou,2.0
couch,5.9294731521926345e-05,21,3.673944751218831e-05,10,coucher,10.0,couche,5.0
couchair,5.647117287802509e-06,2,0.0,0,couchair,2.0,,
couchent,2.8235586439012545e-06,1,0.0,0,couchent,1.0,,
couchet,2.8235586439012545e-06,1,0.0,0,couchette,1.0,,
couchois,2.8235586439012545e-06,1,0.0,0,couchois,1.0,,
couchoit,2.8235586439012545e-06,1,0.0,0,couchoit,1.0,,
coucin,5.647117287802509e-06,2,0.0,0,coucina,2.0,,
coud,5.647117287802509e-06,2,0.0,0,coude,2.0,,
coude,2.8235586439012545e-06,1,0.0,0,coudées,1.0,,
coudoi,2.8235586439012545e-06,1,0.0,0,coudoyer,1.0,,
coudr,2.8235586439012545e-06,1,0.0,0,coudre,1.0,,
coul,1.4117793219506272e-05,5,0.0001175662320390026,32,couler,2.0,couler,18.0
coulent,2.8235586439012545e-06,1,1.1021834253656494e-05,3,coulent,1.0,coulent,3.0
coulerent,0.0,0,3.6739447512188313e-06,1,,,coulèrent,1.0
couleur,4.800049694632133e-05,17,0.00013226201104387793,36,couleur,10.0,couleur,21.0
counouyss,2.8235586439012545e-06,1,0.0,0,counouysse,1.0,,
coup,0.0009910690840093403,351,0.0012013799336485578,327,coup,171.0,coup,185.0
coupabl,0.00013553081490726021,48,0.00020574090606825454,56,coupable,44.0,coupable,52.0
coupe,0.0,0,1.4695779004875325e-05,4,,,coupée,4.0
coupent,0.0,0,7.347889502437663e-06,2,,,coupent,2.0
couperois,2.8235586439012545e-06,1,0.0,0,couperois,1.0,,
coupeur,2.8235586439012545e-06,1,0.0,0,coupeurs,1.0,,
coupion,2.8235586439012545e-06,1,0.0,0,coupions,1.0,,
coupl,2.8235586439012545e-06,1,2.5717613258531818e-05,7,couple,1.0,couple,5.0
couplet,2.8235586439012545e-06,1,0.0,0,couplets,1.0,,
coupon,5.647117287802509e-06,2,0.0,0,coupons,2.0,,
couqu,2.8235586439012545e-06,1,0.0,0,couqui,1.0,,
cour,0.0005392997009851396,191,0.0006135487734535448,167,cour,89.0,cours,67.0
courag,0.0001242365803316552,44,0.0007898981215120487,215,courage,33.0,courage,203.0
courb,0.0,0,3.6739447512188313e-06,1,,,courbes,1.0
courent,1.1294234575605018e-05,4,2.204366850731299e-05,6,courent,4.0,courent,6.0
coureur,5.647117287802509e-06,2,7.347889502437663e-06,2,coureur,2.0,coureur,1.0
coureux,8.470675931703763e-06,3,0.0,0,coureuse,3.0,,
couron,9.600099389264265e-05,34,0.0003159592486048195,86,couronne,10.0,couronne,49.0
couronnat,2.8235586439012545e-06,1,0.0,0,couronnât,1.0,,
couronne,2.8235586439012545e-06,1,1.1021834253656494e-05,3,couronnée,1.0,couronnée,2.0
couronnon,2.8235586439012545e-06,1,0.0,0,couronnons,1.0,,
courr,5.647117287802509e-06,2,1.4695779004875325e-05,4,courre,2.0,courra,1.0
courrati,0.0,0,3.6739447512188313e-06,1,,,courratier,1.0
courri,2.2588469151210036e-05,8,1.1021834253656494e-05,3,courrier,7.0,courrier,2.0
courrier,2.8235586439012545e-06,1,0.0,0,courrière,1.0,,
courrois,2.8235586439012545e-06,1,0.0,0,courrois,1.0,,
courrouc,1.4117793219506272e-05,5,3.6739447512188313e-06,1,courrouce,2.0,courrouce,1.0
courrouce,2.8235586439012545e-06,1,0.0,0,courroucée,1.0,,
courroux,0.0003162385681169405,112,0.00038209025412675845,104,courroux,112.0,courroux,104.0
cours,2.8235586439012545e-05,10,7.347889502437663e-06,2,course,9.0,course,2.0
court,0.00012988369761945771,46,0.0001175662320390026,32,court,40.0,court,26.0
courtaud,0.0,0,3.6739447512188313e-06,1,,,courtauds,1.0
courti,2.8235586439012545e-06,1,0.0,0,courtier,1.0,,
courtis,0.0,0,7.347889502437663e-06,2,,,courtise,2.0
courtisan,5.0824055590222584e-05,18,2.939155800975065e-05,8,courtisans,10.0,courtisans,5.0
courtois,1.4117793219506272e-05,5,2.204366850731299e-05,6,courtoisie,5.0,courtoisie,5.0
couru,1.1294234575605018e-05,4,2.5717613258531818e-05,7,couru,4.0,couru,7.0
courus,5.647117287802509e-06,2,0.0,0,courus,2.0,,
courut,2.8235586439012545e-06,1,7.347889502437663e-06,2,courut,1.0,Courut,1.0
cousin,7.058896609753136e-05,25,1.4695779004875325e-05,4,cousine,16.0,cousin,2.0
couss,5.647117287802509e-06,2,0.0,0,Coussi,1.0,,
coussy,5.647117287802509e-06,2,0.0,0,Coussy,1.0,,
cousu,5.647117287802509e-06,2,0.0,0,cousu,1.0,,
cousus,2.8235586439012545e-06,1,0.0,0,cousus,1.0,,
cout,7.058896609753136e-05,25,0.0001653275138048474,45,coûte,12.0,coûte,18.0
coutat,2.8235586439012545e-06,1,3.6739447512188313e-06,1,coûtât,1.0,coûtât,1.0
couteau,8.470675931703763e-06,3,1.4695779004875325e-05,4,couteau,3.0,couteau,4.0
coutel,0.0,0,3.6739447512188313e-06,1,,,coutelas,1.0
coutent,5.647117287802509e-06,2,7.347889502437663e-06,2,coûtent,2.0,coûtent,2.0
couteroit,5.647117287802509e-06,2,0.0,0,coûteroit,2.0,,
couteum,2.8235586439012545e-06,1,0.0,0,couteume,1.0,,
coutoit,2.8235586439012545e-06,1,0.0,0,coûtoit,1.0,,
coutum,5.9294731521926345e-05,21,2.204366850731299e-05,6,coutume,15.0,coutume,6.0
coutumi,5.647117287802509e-06,2,0.0,0,coutumier,1.0,,
coutumier,0.0,0,3.6739447512188313e-06,1,,,coutumières,1.0
couvent,1.6941351863407527e-05,6,0.0,0,couvent,6.0,,
couvert,4.517693830242007e-05,16,9.552256353168961e-05,26,couvert,11.0,couvert,18.0
couvr,7.623608338533387e-05,27,6.245706077072014e-05,17,couvrir,15.0,couvre,7.0
couvrent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,couvrent,1.0,couvrent,1.0
couvrion,2.8235586439012545e-06,1,0.0,0,couvrions,1.0,,
couvron,2.8235586439012545e-06,1,0.0,0,Couvrons,1.0,,
coviel,6.21182901658276e-05,22,0.0,0,Covielle,22.0,,
cr,2.8235586439012545e-06,1,0.0,0,cr,1.0,,
cra,2.8235586439012545e-06,1,0.0,0,cra,1.0,,
crach,1.9764910507308783e-05,7,3.6739447512188313e-06,1,cracher,3.0,cracher,1.0
craign,3.670626237071631e-05,13,0.00024982824308288055,68,craignez,12.0,craignez,37.0
craignent,2.8235586439012545e-06,1,0.0,0,craignent,1.0,,
craignion,0.0,0,7.347889502437663e-06,2,,,craignions,2.0
craignois,8.470675931703763e-06,3,0.0,0,craignois,3.0,,
craignon,5.647117287802509e-06,2,1.1021834253656494e-05,3,craignons,2.0,craignons,3.0
crain,9.600099389264265e-05,34,0.0003894381436291961,106,crains,34.0,crains,99.0
craindr,0.00011576590439995144,41,0.0004592430939023539,125,craindre,40.0,craindre,117.0
craindrois,8.470675931703763e-06,3,0.0,0,craindrois,3.0,,
craindroit,2.8235586439012545e-06,1,0.0,0,craindroit,1.0,,
craindron,5.647117287802509e-06,2,0.0,0,craindrons,2.0,,
craindront,0.0,0,3.6739447512188313e-06,1,,,craindront,1.0
craint,0.0001411779321950627,50,0.000543743823180387,148,crainte,33.0,crainte,79.0
craintif,2.8235586439012545e-06,1,0.0,0,craintif,1.0,,
craintiv,2.8235586439012545e-06,1,0.0,0,craintive,1.0,,
crass,8.470675931703763e-06,3,1.1021834253656494e-05,3,crasse,2.0,Crasse,3.0
crayon,2.8235586439012545e-06,1,3.6739447512188313e-06,1,crayons,1.0,crayon,1.0
cre,2.8235586439012545e-06,1,0.0,0,créer,1.0,,
creanc,1.6941351863407527e-05,6,0.0,0,créance,6.0,,
creanci,1.9764910507308783e-05,7,0.0,0,créanciers,6.0,,
creatur,1.1294234575605018e-05,4,3.6739447512188313e-06,1,créature,2.0,créature,1.0
cred,6.21182901658276e-05,22,9.919650828290844e-05,27,crédit,20.0,crédit,27.0
credet,2.8235586439012545e-06,1,0.0,0,Credet,1.0,,
credul,1.1294234575605018e-05,4,5.1435226517063636e-05,14,crédule,3.0,crédule,13.0
credulit,2.8235586439012545e-06,1,2.5717613258531818e-05,7,crédulité,1.0,crédulité,7.0
creiatur,2.8235586439012545e-06,1,0.0,0,creiature,1.0,,
crem,4.517693830242007e-05,16,0.0,0,crème,16.0,,
creon,2.8235586439012545e-06,1,8.082678452681428e-05,22,Créon,1.0,Créon,22.0
crep,2.8235586439012545e-06,1,3.6739447512188313e-06,1,crêpe,1.0,crêpes,1.0
creus,2.8235586439012545e-06,1,0.00016900145855606622,46,creuse,1.0,Créuse,42.0
creux,0.0,0,1.8369723756094156e-05,5,,,creux,5.0
crev,7.341252474143262e-05,26,1.4695779004875325e-05,4,crever,10.0,crevant,1.0
creve,2.8235586439012545e-06,1,0.0,0,crevée,1.0,,
crevent,5.647117287802509e-06,2,0.0,0,crèvent,2.0,,
creverois,2.8235586439012545e-06,1,0.0,0,crèverois,1.0,,
cri,8.753031796093889e-05,31,5.5109171268282465e-05,15,crie,15.0,crier,6.0
criailler,2.8235586439012545e-06,1,0.0,0,criaillerie,1.0,,
crieir,2.8235586439012545e-06,1,0.0,0,crieir,1.0,,
crient,5.647117287802509e-06,2,3.6739447512188313e-06,1,crient,2.0,crient,1.0
crim,0.00020611978100479157,73,0.0009882911380778656,269,crime,59.0,crime,222.0
criminel,9.600099389264265e-05,34,0.00023880640882922402,65,criminel,20.0,criminel,35.0
crincrin,2.8235586439012545e-06,1,0.0,0,crincrins,1.0,,
crioit,2.8235586439012545e-06,1,0.0,0,crioit,1.0,,
crion,2.8235586439012545e-06,1,0.0,0,Crions,1.0,,
criq,2.8235586439012545e-06,1,0.0,0,Criq,1.0,,
criquet,2.8235586439012545e-05,10,0.0,0,Criquet,10.0,,
cris,8.470675931703763e-06,3,9.184861878047078e-05,25,cris,3.0,cris,25.0
crisp,0.0,0,4.041339226340714e-05,11,,,Crispe,11.0
cristal,0.0,0,3.6739447512188313e-06,1,,,cristal,1.0
critiqu,4.2353379658518815e-05,15,0.0,0,Critique,7.0,,
critiquent,2.8235586439012545e-06,1,0.0,0,critiquent,1.0,,
croc,8.470675931703763e-06,3,0.0,0,croc,2.0,,
crocheteur,2.8235586439012545e-06,1,0.0,0,crocheteur,1.0,,
crociam,2.8235586439012545e-06,1,0.0,0,crociam,1.0,,
crocodil,8.470675931703763e-06,3,0.0,0,crocodile,2.0,,
croi,0.00041788667929738567,148,0.00032330713810725713,88,croyez,70.0,croyez,33.0
croient,2.2588469151210036e-05,8,0.0,0,croient,8.0,,
croir,0.0005082405559022258,180,0.0005510917126828247,150,croire,159.0,croire,99.0
croiroient,5.647117287802509e-06,2,0.0,0,croiroient,2.0,,
croirois,1.6941351863407527e-05,6,0.0,0,croirois,6.0,,
croiroit,8.470675931703763e-06,3,0.0,0,croiroit,3.0,,
croiron,5.647117287802509e-06,2,3.6739447512188313e-06,1,croirons,2.0,croirons,1.0
croiront,0.0,0,3.6739447512188313e-06,1,,,croiront,1.0
crois,0.0006465949294533873,229,0.0005143522651706364,140,crois,218.0,crois,116.0
croise,0.0,0,3.6739447512188313e-06,1,,,croisées,1.0
croiss,0.0,0,2.5717613258531818e-05,7,,,croissez,3.0
croissent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,croissent,1.0,croissent,1.0
croisson,0.0,0,3.6739447512188313e-06,1,,,croissons,1.0
croisy,9.600099389264265e-05,34,0.0,0,Croisy,34.0,,
croit,0.0001242365803316552,44,0.00034535080661457013,94,croit,37.0,croit,80.0
croitr,2.8235586439012545e-06,1,7.347889502437662e-05,20,croître,1.0,croître,18.0
croitroit,2.8235586439012545e-06,1,0.0,0,croîtroit,1.0,,
croix,8.470675931703763e-06,3,3.6739447512188313e-06,1,croix,3.0,Croix,1.0
croqu,5.647117287802509e-06,2,0.0,0,croquant,1.0,,
croquignol,8.470675931703763e-06,3,0.0,0,croquignoles,3.0,,
crotesqu,2.8235586439012545e-06,1,3.6739447512188313e-06,1,crotesque,1.0,crotesque,1.0
crott,8.470675931703763e-06,3,3.6739447512188313e-06,1,crotter,2.0,crotter,1.0
croup,2.8235586439012545e-06,1,0.0,0,croupe,1.0,,
croupier,2.8235586439012545e-06,1,0.0,0,croupières,1.0,,
crout,2.8235586439012545e-06,1,0.0,0,croûte,1.0,,
croyabl,1.4117793219506272e-05,5,1.8369723756094156e-05,5,croyable,5.0,croyable,3.0
croyanc,2.8235586439012545e-05,10,7.715283977559545e-05,21,croyance,9.0,croyance,21.0
croyent,2.8235586439012545e-06,1,0.0,0,croyent,1.0,,
croyion,2.8235586439012545e-06,1,7.347889502437663e-06,2,croyions,1.0,croyions,2.0
croyoient,2.8235586439012545e-06,1,0.0,0,croyoient,1.0,,
croyois,7.623608338533387e-05,27,0.0,0,croyois,27.0,,
croyoit,1.1294234575605018e-05,4,0.0,0,croyoit,4.0,,
croyon,8.470675931703763e-06,3,7.347889502437663e-06,2,croyons,3.0,croyons,2.0
cru,0.00019482554642918657,69,0.00021676274032191104,59,cru,65.0,cru,54.0
cruaut,3.10591450829138e-05,11,9.184861878047078e-05,25,cruauté,6.0,cruautés,13.0
cruch,5.647117287802509e-06,2,0.0,0,cruche,2.0,,
cruel,0.00023153180879990288,82,0.0005106783204194175,139,cruelle,42.0,cruel,55.0
crus,8.470675931703763e-06,3,4.408733701462598e-05,12,crus,3.0,crus,12.0
crut,8.470675931703763e-06,3,2.5717613258531818e-05,7,Crut,1.0,crut,6.0
cu,2.8235586439012545e-06,1,0.0,0,cu,1.0,,
cubil,2.8235586439012545e-06,1,0.0,0,cubile,1.0,,
cueil,5.647117287802509e-06,2,1.8369723756094156e-05,5,cueille,1.0,cueillir,4.0
cuir,2.8235586439012545e-06,1,0.0,0,cuir,1.0,,
cuis,2.5412027795111292e-05,9,4.041339226340714e-05,11,cuisant,4.0,cuisant,7.0
cuisin,1.9764910507308783e-05,7,1.4695779004875325e-05,4,cuisine,7.0,cuisine,4.0
cuisini,2.8235586439012545e-05,10,0.0,0,cuisinier,8.0,,
cuiss,5.647117287802509e-06,2,0.0,0,cuisse,2.0,,
cuistr,5.647117287802509e-06,2,0.0,0,cuistre,2.0,,
cuit,2.8235586439012545e-06,1,0.0,0,cuite,1.0,,
cuj,2.8235586439012545e-06,1,0.0,0,Cujas,1.0,,
cul,1.6941351863407527e-05,6,0.0,0,cul,6.0,,
cult,0.0,0,3.6739447512188313e-06,1,,,culte,1.0
cultiv,2.8235586439012545e-06,1,3.6739447512188313e-06,1,cultiver,1.0,cultiver,1.0
cum,2.8235586439012545e-06,1,0.0,0,cum,1.0,,
cun,5.647117287802509e-06,2,0.0,0,cun,1.0,,
cuor,5.647117287802509e-06,2,0.0,0,cuor,1.0,,
cur,3.10591450829138e-05,11,3.6739447512188313e-06,1,cures,5.0,cure,1.0
curat,5.647117287802509e-06,2,0.0,0,curation,2.0,,
curatio,2.8235586439012545e-06,1,0.0,0,curatio,1.0,,
cure,2.8235586439012545e-06,1,3.6739447512188313e-06,1,curée,1.0,curée,1.0
curiac,2.8235586439012545e-06,1,0.0001065443977853461,29,Curiace,1.0,Curiace,23.0
curieux,4.800049694632133e-05,17,5.5109171268282465e-05,15,curieux,13.0,curieux,8.0
curiosit,3.9529821014617566e-05,14,6.98049502731578e-05,19,curiosité,11.0,curiosité,16.0
curo,2.8235586439012545e-06,1,0.0,0,curo,1.0,,
cygn,5.647117287802509e-06,2,0.0,0,cygne,2.0,,
cynth,2.5412027795111292e-05,9,0.0,0,Cynthie,9.0,,
cypr,0.0,0,7.347889502437663e-06,2,,,cyprès,2.0
cyr,2.8235586439012545e-06,1,0.0,0,Cyre,1.0,,
cyrus,2.8235586439012545e-06,1,0.0,0,Cyrus,1.0,,
d,5.647117287802509e-06,2,0.0006980495027315779,190,D,2.0,D,190.0
d'a,5.647117287802509e-06,2,0.0,0,d'à,2.0,,
d'abaiss,2.8235586439012545e-06,1,7.347889502437663e-06,2,d'abaisser,1.0,d'abaisser,2.0
d'abaissement,2.8235586439012545e-06,1,0.0,0,d'abaissements,1.0,,
d'abandon,5.647117287802509e-06,2,1.4695779004875325e-05,4,D'abandonner,1.0,d'abandonner,4.0
d'abattr,0.0,0,3.6739447512188313e-06,1,,,d'abattre,1.0
d'abord,0.00025976739523891543,92,6.98049502731578e-05,19,d'abord,84.0,d'abord,16.0
d'abreg,0.0,0,3.6739447512188313e-06,1,,,d'abréger,1.0
d'absenc,5.647117287802509e-06,2,7.347889502437663e-06,2,d'absence,2.0,d'absence,2.0
d'absent,0.0,0,3.6739447512188313e-06,1,,,d'absent,1.0
d'absoudr,5.647117287802509e-06,2,0.0,0,d'absoudre,2.0,,
d'abus,8.470675931703763e-06,3,1.1021834253656494e-05,3,d'abuser,3.0,d'abuser,2.0
d'ac,2.8235586439012545e-06,1,0.0,0,d'Acante,1.0,,
d'acc,8.470675931703763e-06,3,7.347889502437663e-06,2,d'accès,3.0,d'accès,2.0
